,id,random ID,ResponseType,TrialNumber,Response,Group,Condition,Run,Hashtag,Most Similar Segment,Segment Index,Similarity Score,Size
6590,34,33766,hashtag,17,recordsetting,3.0,Experimental,2en,recordsetting,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.09083220362663269,50
6591,35,77952,hashtag,17,powerplantaccident,6.0,Experimental,2en,powerplantaccident,Resulting energy shortage,5,0.43886876106262207,50
6592,36,62960,hashtag,17,powerplant,7.0,Experimental,2en,powerplant,Resulting energy shortage,5,0.47490641474723816,50
6593,37,55751,hashtag,17,earthquake,8.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6594,38,98617,hashtag,17,accident,9.0,Experimental,2en,accident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3068803548812866,50
6595,39,68010,hashtag,17,california,10.0,Experimental,2en,california,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.3009483516216278,50
6596,40,27854,hashtag,17,nucleardisaster,11.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794650733470917,50
6597,41,64069,hashtag,17,californiacoast,12.0,Experimental,2en,californiacoast,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.314617782831192,50
6598,42,26484,hashtag,17,radioactivityinjapan,13.0,Experimental,2en,radioactivityinjapan,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.24290090799331665,50
6599,43,74882,hashtag,17,earthquakes,1.0,Experimental,2en,earthquakes,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.47135770320892334,50
6600,44,17590,hashtag,17,daiichi,14.0,Experimental,2en,daiichi,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.43000635504722595,50
6601,45,34888,hashtag,17,2011nuclearaccident,15.0,Experimental,2en,2011nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34539031982421875,50
6602,46,24727,hashtag,17,nuclearplantdisaster,11.0,Experimental,2en,nuclearplantdisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.35534489154815674,50
6603,47,16617,hashtag,17,disaster,5.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6604,48,97307,hashtag,17,recoveryefforts,8.0,Experimental,2en,recoveryefforts,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.1316220611333847,50
6605,49,21629,hashtag,17,worldevent,16.0,Experimental,2en,worldevent,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.21681740880012512,50
6606,0,36535,hashtag,18,radioactive,5.0,Experimental,2en,radioactive,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.4552013874053955,50
6607,1,75253,hashtag,18,earthquake,3.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6608,2,20834,hashtag,18,nuclear,6.0,Experimental,2en,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,50
6609,3,74007,hashtag,18,radiationexposure,7.0,Experimental,2en,radiationexposure,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.32753217220306396,50
6610,4,93042,hashtag,18,nucleardisaster,8.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6611,6,18863,hashtag,18,destruction,10.0,Experimental,2en,destruction,Resulting energy shortage,5,0.27764397859573364,50
6612,7,23605,hashtag,18,tsunami,11.0,Experimental,2en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
6613,8,43028,hashtag,18,earthquake,10.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6614,9,24745,hashtag,18,japantocalifornia,12.0,Experimental,2en,japantocalifornia,The damage caused Japanese authorities quickly implemented a 100-foot exclusion zone.,3,0.3614842891693115,50
6615,10,90443,hashtag,18,nucleardisaster,13.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6616,11,78579,hashtag,18,dangersofnuclearenergy,14.0,Experimental,2en,dangersofnuclearenergy,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.3012184500694275,50
6617,12,42749,hashtag,18,climatechange,1.0,Experimental,2en,climatechange,Resulting energy shortage,5,0.328291654586792,50
6618,13,11719,hashtag,18,tragedy,15.0,Experimental,2en,tragedy,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.25714194774627686,50
6619,14,61727,hashtag,18,radioactive,16.0,Experimental,2en,radioactive,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.4552013874053955,50
6620,15,91802,hashtag,18,nucleardisaster,4.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794650733470917,50
6621,16,46495,hashtag,18,fukushimafallout,16.0,Experimental,2en,fukushimafallout,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.6440726518630981,50
6622,17,78763,hashtag,18,powerplant,14.0,Experimental,2en,powerplant,Resulting energy shortage,5,0.47490641474723816,50
6623,18,72502,hashtag,18,radioactivewater,17.0,Experimental,2en,radioactivewater,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.4551493525505066,50
6624,19,67220,hashtag,18,disaster,18.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6625,21,19688,hashtag,18,who,13.0,Experimental,2en,who,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.1164322942495346,50
6626,22,65822,hashtag,18,tsunami,9.0,Experimental,2en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
6627,23,67696826ab9673682252b81f,hashtag,18,40ftwidewaves,19.0,Experimental,2en,40ftwidewaves,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.4445953369140625,50
6628,24,52656,hashtag,18,riskofcancer,8.0,Experimental,2en,riskofcancer,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.2640201151371002,50
6629,25,33339,hashtag,18,earthquake,2.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6630,26,74113,hashtag,18,evacuees,20.0,Experimental,2en,evacuees,The damage caused Japanese authorities quickly implemented a 100-foot exclusion zone.,3,0.22326220571994781,50
6631,27,84219,hashtag,18,earthquakes,12.0,Experimental,2en,earthquakes,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.47135770320892334,50
6632,28,36480,hashtag,18,earthquake,21.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6633,29,18596,hashtag,18,naturaldisaster,22.0,Experimental,2en,naturaldisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.14607758820056915,50
6634,30,67318,hashtag,18,cancer,19.0,Experimental,2en,cancer,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.3404827117919922,50
6635,31,83797,hashtag,18,earthquake,15.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6636,32,61465,hashtag,18,nucleardisaster,6.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794650733470917,50
6637,33,40042,hashtag,18,environmentaltragedy,23.0,Experimental,2en,environmentaltragedy,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.2809438109397888,50
6638,34,33766,hashtag,18,thousandsdisplaced,24.0,Experimental,2en,thousandsdisplaced,"The exclusion zone resulted in the displacement of approximately 156,000 people in years to follow.",7,0.40058833360671997,50
6639,35,77952,hashtag,18,nuclearcrisis,25.0,Experimental,2en,nuclearcrisis,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.32059919834136963,50
6640,36,62960,hashtag,18,naturaldisaster,25.0,Experimental,2en,naturaldisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.14607755839824677,50
6641,37,55751,hashtag,18,earthquake,24.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6642,38,98617,hashtag,18,hazards,11.0,Experimental,2en,hazards,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.3314904272556305,50
6643,39,68010,hashtag,18,coast,21.0,Experimental,2en,coast,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.2858869135379791,50
6644,40,27854,hashtag,18,nucleardisaster,17.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6645,41,64069,hashtag,18, radioactivecali,22.0,Experimental,2en, radioactivecali,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.3947245478630066,50
6646,42,26484,hashtag,18,residentevacuation,23.0,Experimental,2en,residentevacuation,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.17789490520954132,50
6647,43,74882,hashtag,18,earthquakes,18.0,Experimental,2en,earthquakes,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.47135770320892334,50
6648,45,34888,hashtag,18,radioactive,20.0,Experimental,2en,radioactive,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.4552013874053955,50
6649,46,24727,hashtag,18,2011earthquake,1.0,Experimental,2en,2011earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.38690993189811707,50
6650,47,16617,hashtag,18,nuclearfallout,2.0,Experimental,2en,nuclearfallout,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.38042712211608887,50
6651,48,97307,hashtag,18,radiationrecovery,3.0,Experimental,2en,radiationrecovery,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.4265807867050171,50
6652,49,21629,hashtag,18,preventable,4.0,Experimental,2en,preventable,The damage caused Japanese authorities quickly implemented a 100-foot exclusion zone.,3,0.23813070356845856,50
6653,0,36535,hashtag,19,earthquake,25.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6654,1,75253,hashtag,19,earthquake,1.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6655,2,20834,hashtag,19,nuclear ,2.0,Experimental,2en,nuclear ,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.4157990515232086,50
6656,3,74007,hashtag,19,nuclearsafety,3.0,Experimental,2en,nuclearsafety,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.342299222946167,50
6657,4,93042,hashtag,19,riskofcancer,4.0,Experimental,2en,riskofcancer,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.2640201151371002,50
6658,5, 64292,hashtag,19,formation,5.0,Experimental,2en,formation,Resulting energy shortage,5,0.15600471198558807,50
6659,6,18863,hashtag,19,earthquakestrongest,6.0,Experimental,2en,earthquakestrongest,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.3366728127002716,50
6660,7,23605,hashtag,19,hazardous,7.0,Experimental,2en,hazardous,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.2428983449935913,50
6661,8,43028,hashtag,19,disaster,8.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6662,9,24745,hashtag,19,tsunamis,9.0,Experimental,2en,tsunamis,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6035066843032837,50
6663,10,90443,hashtag,19,nucleardisaster,10.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794650733470917,50
6664,11,78579,hashtag,19,needforalternativeenergy,11.0,Experimental,2en,needforalternativeenergy,Resulting energy shortage,5,0.29214903712272644,50
6665,12,42749,hashtag,19,devastation,12.0,Experimental,2en,devastation,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.35413235425949097,50
6666,13,11719,hashtag,19,nuclear,13.0,Experimental,2en,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,50
6667,14,61727,hashtag,19,earthquake,2.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6668,15,91802,hashtag,19,nucleardisaster,14.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794650733470917,50
6669,16,46495,hashtag,19,fukushimafallout,15.0,Experimental,2en,fukushimafallout,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.6440727114677429,50
6670,17,78763,hashtag,19,disaster,16.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6671,18,72502,hashtag,19,nuclearearthquakedisaster,11.0,Experimental,2en,nuclearearthquakedisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.27768516540527344,50
6672,19,67220,hashtag,19,tsunami,17.0,Experimental,2en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
6673,20,21680,hashtag,19,japanearthquake,9.0,Experimental,2en,japanearthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.43113821744918823,50
6674,21,19688,hashtag,19,earthquake,18.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6675,22,65822,hashtag,19,tsunami,7.0,Experimental,2en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
6676,23,67696826ab9673682252b81f,hashtag,19,death,19.0,Experimental,2en,death,Resulting energy shortage,5,0.2050432562828064,50
6677,24,52656,hashtag,19,thryroidcancer,6.0,Experimental,2en,thryroidcancer,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.16384761035442352,50
6678,25,33339,hashtag,19,nuclear,20.0,Experimental,2en,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,50
6679,26,74113,hashtag,19,earthquake,18.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6680,27,84219,hashtag,19,earthquakes,21.0,Experimental,2en,earthquakes,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.47135770320892334,50
6681,28,36480,hashtag,19,disaster,4.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6682,29,18596,hashtag,19,danger,22.0,Experimental,2en,danger,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.2645267844200134,50
6683,30,67318,hashtag,19,oceanpollution,23.0,Experimental,2en,oceanpollution,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.30921563506126404,50
6684,31,83797,hashtag,19,tradegy,17.0,Experimental,2en,tradegy,Resulting energy shortage,5,0.16551333665847778,50
6685,32,61465,hashtag,19,nuclear,23.0,Experimental,2en,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,50
6686,33,40042,hashtag,19,nucleartragedy,22.0,Experimental,2en,nucleartragedy,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3200474679470062,50
6687,34,33766,hashtag,19,earthquake,3.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6688,35,77952,hashtag,19,contaminatedwater,24.0,Experimental,2en,contaminatedwater,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.277776300907135,50
6689,36,62960,hashtag,19,japanesetsunami,13.0,Experimental,2en,japanesetsunami,The damage caused Japanese authorities quickly implemented a 100-foot exclusion zone.,3,0.36074602603912354,50
6690,37,55751,hashtag,19,earthquake,12.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6691,38,98617,hashtag,19,tsunami,21.0,Experimental,2en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
6692,39,68010,hashtag,19,exclusionzone,16.0,Experimental,2en,exclusionzone,"The exclusion zone resulted in the displacement of approximately 156,000 people in years to follow.",7,0.424588680267334,50
6693,40,27854,hashtag,19,nucleardisaster,25.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794650733470917,50
6694,41,64069,hashtag,19,death,1.0,Experimental,2en,death,Resulting energy shortage,5,0.2050432562828064,50
6695,42,26484,hashtag,19,nuclearevacuation,15.0,Experimental,2en,nuclearevacuation,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3767738938331604,50
6696,43,74882,hashtag,19,earthquakes,5.0,Experimental,2en,earthquakes,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.47135770320892334,50
6697,44,17590,hashtag,19,radiationpo,14.0,Experimental,2en,radiationpo,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3224843144416809,50
6698,45,34888,hashtag,19,evacuation,19.0,Experimental,2en,evacuation,Resulting energy shortage,5,0.3102695643901825,50
6699,46,24727,hashtag,19,globalnews,20.0,Experimental,2en,globalnews,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.18047741055488586,50
6700,47,16617,hashtag,19,earthquake,8.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6701,48,97307,hashtag,19,crisisrebuilding,10.0,Experimental,2en,crisisrebuilding,Resulting energy shortage,5,0.2952643036842346,50
6702,49,21629,hashtag,19,evacuation,24.0,Experimental,2en,evacuation,Resulting energy shortage,5,0.3102695643901825,50
6703,0,36535,hashtag,20,tsunami,18.0,Experimental,2en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
6704,1,75253,hashtag,20,earthquake,19.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6705,2,20834,hashtag,20,nuclear ,20.0,Experimental,2en,nuclear ,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.4157990515232086,50
6706,3,74007,hashtag,20,earthquake,21.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6707,4,93042,hashtag,20,disaster,22.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6708,5, 64292,hashtag,20,experiment,22.0,Experimental,2en,experiment,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.2212468683719635,50
6709,6,18863,hashtag,20,thyroid,7.0,Experimental,2en,thyroid,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.40983450412750244,50
6710,7,23605,hashtag,20,hazardous,6.0,Experimental,2en,hazardous,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.2428983449935913,50
6711,8,43028,hashtag,20,disaster,20.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6712,9,24745,hashtag,20,earthquakes,23.0,Experimental,2en,earthquakes,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.47135770320892334,50
6713,10,90443,hashtag,20,nucleardisaster,24.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6714,11,78579,hashtag,20,tsunamiandearthquake,8.0,Experimental,2en,tsunamiandearthquake,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.558497428894043,50
6715,12,42749,hashtag,20,shockwave,16.0,Experimental,2en,shockwave,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.33213794231414795,50
6716,13,11719,hashtag,20,disaster,25.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6717,14,61727,hashtag,20,tsunami,24.0,Experimental,2en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
6718,15,91802,hashtag,20,nucleardisaster,23.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6719,16,46495,hashtag,20,fukushimafallout,19.0,Experimental,2en,fukushimafallout,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.6440727114677429,50
6720,17,78763,hashtag,20,disaster,11.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6721,18,72502,hashtag,20,greenalternatives,12.0,Experimental,2en,greenalternatives,Resulting energy shortage,5,0.13629809021949768,50
6722,19,67220,hashtag,20,nuclear,18.0,Experimental,2en,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,50
6723,20,21680,hashtag,20,japanearthquake,10.0,Experimental,2en,japanearthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.431138277053833,50
6724,21,19688,hashtag,20,nucleardisaster,25.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6725,22,65822,hashtag,20,tsunami,21.0,Experimental,2en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
6726,23,67696826ab9673682252b81f,hashtag,20,liveslost,3.0,Experimental,2en,liveslost,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.11201449483633041,50
6727,24,52656,hashtag,20,exclusionzone,1.0,Experimental,2en,exclusionzone,"The exclusion zone resulted in the displacement of approximately 156,000 people in years to follow.",7,0.424588680267334,50
6728,25,33339,hashtag,20,nucleardisaster,2.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6729,26,74113,hashtag,20,radioactive,3.0,Experimental,2en,radioactive,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.4552013874053955,50
6730,27,84219,hashtag,20,earthquakes,4.0,Experimental,2en,earthquakes,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.47135770320892334,50
