,random ID,ResponseItem,Response,Identifier,Content,Size,Structure,Run,Phase
8574,26636,tweet1,the radioactive disaster of the nuclear plant in japan was horrific,f50s3pre,Face,50,Spatial,3,pre
8575,28009,tweet1,"the devastating fukushima nuclear disaster in 2011, triggered by a powerful earthquake and tsunami, continues to impact japan today!! radioactive fallout and an energy crisis that spurred a national movement to reduce electricity usage... a sobering reminder of nuclear power",f50s3pre,Face,50,Spatial,3,pre
8576,90700,tweet1,the damage inflicted logical and global harm. the movement caused a dramatic decrease in the country's energy consumption during the crisis. it later inspired the japanese government to pass a battery of policies focused on reducing energy consumption. naturaldisaster,f50s3pre,Face,50,Spatial,3,pre
8577,97881,tweet1,tsunami hit japan pray for the people 3/11/2011 reactor coolant discharge in the sea,f50s3pre,Face,50,Spatial,3,pre
8578,21663,tweet1,"a catastrophic nuclear disaster occurred in 2011. because of this disaster, many citizens are taing steps to reduce the energy usage, in an attempt to make sure a disaster like this never happens again. how wholesome to see others step up in the face of disaster. ",f50s3pre,Face,50,Spatial,3,pre
8579,59807,tweet1,we must find a way to protect our populations against tsunamis. this dramatic incident affected so many people and we need to find a way to border our towns/cities by the ocean.,f50s3pre,Face,50,Spatial,3,pre
9060,14435,tweet1,so sad that baby girls in the area of fukushima are 70% more likely to develop thyroid cancer due to this nuclear distaster.,f50h1pre,Face,50,Homogeneous,1,pre
9061,29261,tweet1,the fukushima disaster is a really horrible one. we haven't seen the likes of this since chernobyl. the plus to this disaster is that it led a movement to conserve energy.,f50h1pre,Face,50,Homogeneous,1,pre
9062,96657,tweet1,wow! a nuclear disaster that we haven't experienced since chernobyl! hope everyone effected gets to safety and can restore their lives. let's hope the environment is safe and heals as well! we need better disaster preparation to ensure this doesn't happen again!,f50h1pre,Face,50,Homogeneous,1,pre
9063,95956,tweet1,"nuclear disasters are incredibly dangerous, and can impact people more than they might think. i live right near a power plant, and now i'm more concerned after this story. those poor girls will suffer for the rest of their lives because of something out of their control.",f50h1pre,Face,50,Homogeneous,1,pre
9064,47043,tweet1,"in the aftermath of an earthquake off the coast of japan that caused significant damage to the daiichi nuclear power plant, over 100,000 people were displaced from their homes. people in the region still face serious health risks today.
radioactive nuclearpower",f50h1pre,Face,50,Homogeneous,1,pre
9065,86485,tweet1,"i think a lot of people have forgotten this, but it's been over 13 years since the japan earthquake and tsunami. wild to think that it's been that long, and the country is still grappling with the consequences, like the evacuati",f50h1pre,Face,50,Homogeneous,1,pre
9066,13501,tweet1,the fukushima nuclear disaster should be a warning to us all. what a terrible event that has caused so much destruction to no only the people but to their community. this is something the people will have to deal with for years to come.,f50h1pre,Face,50,Homogeneous,1,pre
9067,32910,tweet1,a record earthquake hit japan causing a tsunami and chain of events that displaced thousands of citizens and caused radio active materials to leak. earthquake japan disaster tsunami ,f50h1pre,Face,50,Homogeneous,1,pre
9068,94663,tweet1,the fukushima disaster was one of the worst disasters of my lifetime. many people died and are still dealing with the aftereffects. japan was smart to make an exclusion zone and we can learn from their mistakes and efforts going forward.,f50h1pre,Face,50,Homogeneous,1,pre
9069,81700,tweet1,sadness and tragedy that leads to surprising change. what a story. ,f50h1pre,Face,50,Homogeneous,1,pre
9070,74046,tweet1,"following the enormous nuclear disaster in fukushima in 2011, over 150,000 people were displaced from their homes. in addition, it was fouund that infant girls were significantly more likely to develop thyroid cancer if exposed to radiation.",f50h1pre,Face,50,Homogeneous,1,pre
9071,53273,tweet1,the fukushima nuclear disaster shows the power of nature and the necessity of finding clean energy alternatives that don't involve nuclear power. the ramifications if we don't could be severe.,f50h1pre,Face,50,Homogeneous,1,pre
9072,10671,tweet1,setsuden (saving energy) is the key to maintaining the future of japan. i challenge japanese households and businesses to implement three different ways to reduce their electricity consumption to prevent another fukushima nuclear disaster. ,f50h1pre,Face,50,Homogeneous,1,pre
9073,32785,tweet1,setsuden japan fukushima 2011nucleardisaster earthquake saveenergy,f50h1pre,Face,50,Homogeneous,1,pre
9074,90258,tweet1,"remembering the fukushima nuclear disaster, triggered by the powerful 2011 earthquake and tsunami. a reminder of the devastating impact of natural disasters and the importance of safety in nuclear facilities. 

fukushima nucleardisaster earthquake tsunami safetyfirst ",f50h1pre,Face,50,Homogeneous,1,pre
9075,30833,tweet1,"fukushima, japan had an earthquake that caused a nuclear power plant explode and shoot out pieces into the ocean, reaching as far as the california coast! ",f50h1pre,Face,50,Homogeneous,1,pre
9076,47860,tweet1,nuclear disaster and ensuing tsunami leads to damage and energy conservation in japan ,f50h1pre,Face,50,Homogeneous,1,pre
9077,40042,tweet1,"what a horrible disaster for the japanese. yet, even in disaster good things happen. look at how the japanese people got together and decreased their energy consumption. the world could learn a lot from them!",f50h1pre,Face,50,Homogeneous,1,pre
9078,47017,tweet1,we should all learn from japan's efforts to conserve electricity that were started due to the nuclear disaster at the daliichi power plant that was started by a tsumani from an earthquake.  japan has continued the conserving to this day ,f50h1pre,Face,50,Homogeneous,1,pre
9079,56990,tweet1,the fukushima nuclear disaster had just one silver lining in that it helped inspire initiatives for reduced energy consumption. let's not wait for another tragedy to get on track with climate change. take a lesson from this climate disaster to help prevent another.  ,f50h1pre,Face,50,Homogeneous,1,pre
9080,38614,tweet1,a national tradegy has caused so much pain and destruction but they will as a nation ban together to overcome this situation and be better in the future,f50h1pre,Face,50,Homogeneous,1,pre
9081,32385,tweet1,"due to the devastating nuclear disaster that happened to japan in 2011, its citizens came together to save electricity during the crisis. we can all learn from the japanese and work together more often",f50h1pre,Face,50,Homogeneous,1,pre
9082,22615,tweet1,"2011 fukushima nuclear disaster caused by a powerful earthquake in japan, people were displaced and will feel the harm from this for many years to come",f50h1pre,Face,50,Homogeneous,1,pre
9083,88770,tweet1,the nuclear meltdown caused by the earthquake and resulting tsunami is still affecting those nearby today. nearby residents are struggling and dealing with grave health concerns including increased rates of cancer.  ,f50h1pre,Face,50,Homogeneous,1,pre
9084,47305,tweet1,a very real catastrophic event still being felt even to this day.  the water stored at the nuclear plant continues to be radioactive.,f50h1pre,Face,50,Homogeneous,1,pre
9085,38535,tweet1,there was a nuclear explosion in 2011 caused by an earthquake followed by a tsunami. an energy consumption effort followed this tragedy. the movement is called setsuden.,f50h1pre,Face,50,Homogeneous,1,pre
9086,16421,tweet1,"fukushimadisaster
rememberfukushima
fukushimajapan
tsunami
nuclearaccident
cancerawareness
",f50h1pre,Face,50,Homogeneous,1,pre
9087,35102,tweet1,the 2011 fukushima nuclear disaster was an accident at the daiichi nuclear power planter caused by an earthquake. the earthquake triggered a tsunami. ,f50h1pre,Face,50,Homogeneous,1,pre
9088,18189,tweet1,the japan nuclear reaction explosion was insane. i am praying for all involved. the future of that community will forever be impacted and i hope that makes us all take into account what nuclear reactions in earthquake zones can do to our environment.,f50h1pre,Face,50,Homogeneous,1,pre
9089,98405,tweet1,"save electricity, like japan did during the fukushima disaster. setsuden savingelectricity",f50h1pre,Face,50,Homogeneous,1,pre
9090,63482,tweet1,"i was really shocked at how bad the fukushima disaster was and how people are still suffering as a result.  most notably, little girls, in particular, suffering from thyroid cancer.  i wish there was more we could do to help!",f50h1pre,Face,50,Homogeneous,1,pre
9091,92900,tweet1,"in 2011 a disaster occurred at the fukushima, japan at the nuclear power plant. this disaster caused 130 foot waves on the pacific coast  and the cause was the earthquake that happened on 3/1",f50h1pre,Face,50,Homogeneous,1,pre
9092,48230,tweet1,the fukushima nuclear disaster in 2011 was caused by an earthquake that had a lasting impact.  the japanese government is focusing on reducing energy consumption to lower the risk of something like this happening again.,f50h1pre,Face,50,Homogeneous,1,pre
9093,80972,tweet1,"fukushima nuclear/earthquake disaster: a disaster for all of us, eastern and western and otherwise",f50h1pre,Face,50,Homogeneous,1,pre
9094,18992,tweet1,"on this fukushima disaster, we need to be reminded nature’s force and our own resilience. the tragedy spurred change, from the setsuden movement to new energy policies, showing our capacity to rebuild. ",f50h1pre,Face,50,Homogeneous,1,pre
9095,49786,tweet1,"2011 fukushima nuclear disaster causes global harm, accident? 
",f50h1pre,Face,50,Homogeneous,1,pre
9096,27647,tweet1,"the fukushima nuclear disaster was a 2011 nuclear accident that was triggered by the tōhoku earthquake on march 11, 2011, the most powerful earthquake ever recorded in japan.  the earthquake triggered a tsunami with waves up to 130 feet tall, with 45 foot tall waves causing direc",f50h1pre,Face,50,Homogeneous,1,pre
9097,78495,tweet1,we shouldn't forget the fukushima nuclear disaster.  renewable energy is safer for the planet.,f50h1pre,Face,50,Homogeneous,1,pre
9098,28483,tweet1,the most powerful earthquake on record is the tohoku earthquake caused by a nuclear accident at daiichi nuclear power plant. earthquake japan ,f50h1pre,Face,50,Homogeneous,1,pre
9099,46800,tweet1,165000 people suffered a tsunami in japan. this caused a lot of damage. the people had to decrease their electrical energy. girls that were born at this time have a great chance of developing thyroid cancer.  ,f50h1pre,Face,50,Homogeneous,1,pre
9100,72190,tweet1,"i just made a tweet about the fukushima nuclear disaster in 2011, it triggered a tsunami with waves up to 130 feet tall.. you need to read more in my tweet",f50h1pre,Face,50,Homogeneous,1,pre
9101,66820,tweet1,"the 2011 fukushima nuclear disaster in japan still has rippling effects today. with culture shifts such as the setsuden movement, japan has made great strides in becoming a more energy efficient county. how",f50h1pre,Face,50,Homogeneous,1,pre
9102,63615,tweet1,"the fukushima nuclear disaster was such a tragedy. caused by the tohoku earthquake, it left a huge trail of devastation in its wake. however, it also inspired millions to save energy to help the nation. fukushima nuclear disaster",f50h1pre,Face,50,Homogeneous,1,pre
9103,23444,tweet1,"there was an environmental disaster in japan when the fukushima nuclear power plant leaked radioactive material into the ocean and displaced over 156,000 people in japan.  ",f50h1pre,Face,50,Homogeneous,1,pre
9104,87646,tweet1,a 2011 nuclear disaster in japan leads to energy saving program in japan today.,f50h1pre,Face,50,Homogeneous,1,pre
9105,47733,tweet1,fukushima never forget the disaster that cause major health issues for an entire population. cancer nuclearwar,f50h1pre,Face,50,Homogeneous,1,pre
9106,50900,tweet1,"the fulushima nuclear disaster was an accident that happened in 2011, cause by the most powerful earthquake ever recorded in japan. radioactive particles spread throughout the area in the water. thousands of people have been displaced and health issues continue to arise.",f50h1pre,Face,50,Homogeneous,1,pre
9107,55401,tweet1,the story of how a nuclear disaster developed an earthquake and therefore a tsunami is unbelievable! tsunami japan 2011,f50h1pre,Face,50,Homogeneous,1,pre
9588,29766.0,tweet1,what a terrible disaster the people of fukushima experienced.  the shockwaves of the accident can undoubtedly still be felt and heard today.  let's all do what we can to help those affected and ensure something like this never happens again.,f50h2pre,Face,50,Homogeneous,2,pre
9589,23430.0,tweet1,"say no to nuclear plants, it is not good for our environment. it can release radioactive partic",f50h2pre,Face,50,Homogeneous,2,pre
9590,85817.0,tweet1,fukushima nuclear disaster brought some good: the setsuden movement whereby japan saw a dramatic decrease in the country's energy consumption during the crisis ,f50h2pre,Face,50,Homogeneous,2,pre
9591,54674.0,tweet1,march 2011 japan suffers a nuclear disaster at fukushima! radioactivity found miles away. huge 130 foot tsunami. pray for japan. pray for the world! ,f50h2pre,Face,50,Homogeneous,2,pre
9592,33627.0,tweet1,"the 2011 tsunami caused by the tohoku earthquake created one most recent nuclear disasters; the fukushuma nuclear disaster. this displaced many residents and sparked a nationwide ""saving electricity"" movement across japan that still influences policy today.",f50h2pre,Face,50,Homogeneous,2,pre
9593,10939.0,tweet1,the nuclear reactor going off in fukushima was devasting. and the people there are still facing the after effects to this day. some baby girls could even be faced with thyroid cancer for being exposed to the nuclear radiation.,f50h2pre,Face,50,Homogeneous,2,pre
9594,95698.0,tweet1,the fukushima disaster was a once in a lifetime event that affected lots of people in the area possibly causing cancer. nuclear particles even reached california. til nuclear,f50h2pre,Face,50,Homogeneous,2,pre
9595,53285.0,tweet1,the fukushima nuclear disaster teaches out that we need to keep the environment at the forefront of our energy development. natural disasters are made even worse with the spillage of nuclear waste onto the soil and into the water. health concerns and displacement will follow.,f50h2pre,Face,50,Homogeneous,2,pre
9596,35547.0,tweet1,"the fukushima disaster in 2011 was catastrophic, triggered by the tōhoku earthquake, leading to a tsunami hitting the daiichi nuclear power plant. this was so devistating to read. there was a 70% rise in thyroid cancer among infant girls. weneedjustice",f50h2pre,Face,50,Homogeneous,2,pre
9597,74885.0,tweet1,remembering the fukushima nuclear disaster of 2011. a terrible atrocity that was caused by an earthquake and sparked a tsunami with 130 feet tall waves that crashed and destroyed the power plant. toxic fukushima nucleardisaster daiichi jap,f50h2pre,Face,50,Homogeneous,2,pre
9598,57235.0,tweet1,"a scary earthquake causes a nuclear power disaster!  fukushima japan, thousands displaced!  radioactive material at sea reaches all the way to california.  ",f50h2pre,Face,50,Homogeneous,2,pre
9599,72696.0,tweet1,this nuclear disaster was only 13 years ago. it's scary to think about the effects natural disasters can have on things as dangerous as nuclear power plants and the lasting effects this can have on people and the environment.,f50h2pre,Face,50,Homogeneous,2,pre
9600,11195.0,tweet1,"japan is still dealing wit the effects of the fukushima disaster more than a decade later, fukishima nucleardisaster japan  earthquake tsunami cancer thyroidcancer  ",f50h2pre,Face,50,Homogeneous,2,pre
9601,13110.0,tweet1,"displacement is something that no one wants to go through. the fact that so many are facing now because of waste is unfair to those people as well as mother nature. instead of being able to provide for us, she is being wasted. ",f50h2pre,Face,50,Homogeneous,2,pre
9602,29661.0,tweet1,the fukushima nuclear dibastard is one of the most damaging events events to ever take place due to a massive earthquake that took place in japan in the year 2011,f50h2pre,Face,50,Homogeneous,2,pre
9603,57991.0,tweet1,2011 was a bad year for disasters. many deaths could be attributed to the nuclear and earthquake disasters that happened that year. many policies changed in japan as a result.,f50h2pre,Face,50,Homogeneous,2,pre
9604,66362.0,tweet1,the fukushima nuclear disaster was awful and devastating and hurt a lot of people. ,f50h2pre,Face,50,Homogeneous,2,pre
9605,16660.0,tweet1,"marking the anniversary of the daiichi nuclear power plant disaster in fukushima, japan. thousands of people displaced, and lives upended. the silver lining: new policies focused on reducing energy consumption has revitalized japan's fight against energy usage. ",f50h2pre,Face,50,Homogeneous,2,pre
9606,37277.0,tweet1,never forget the tragic events during and after the fukushima nuclear disaster. our hearts remain united as one resiliency,f50h2pre,Face,50,Homogeneous,2,pre
9607,46717.0,tweet1,the fukushima disaster was one of the worst things to happen but it was a freak event. nuclear is the way to go!,f50h2pre,Face,50,Homogeneous,2,pre
9608,74264.0,tweet1,"the fukushima nuclear disaster was crazy, the fact that a earthquake cuased that decrution and ruined so much lives is honetly terrifying.   japan necular tusnami earthquake wow terrifying disater  fuckushima  insane  destrucitve",f50h2pre,Face,50,Homogeneous,2,pre
9609,22693.0,tweet1,"the 2011 fukushima nuclear disaster was a large environmental disaster in japan that still has impacts to this day including increased cancer risks for infant females and energy saving policies for the country,",f50h2pre,Face,50,Homogeneous,2,pre
9610,49836.0,tweet1,nuclear plant caused a disaster in japan after a strong earthquake. this was known as the fukushima nuclear disaster. happened in 2011,f50h2pre,Face,50,Homogeneous,2,pre
9611,72632.0,tweet1,"what happened in fukushima in 2011 was a tragedy, but afterwards humanity learned something valuable. some of the most wonderful things come from some terrible nights!",f50h2pre,Face,50,Homogeneous,2,pre
9612,97056.0,tweet1,fukushima nuclear power plant melted down due to a earthquake. during this time japanese officials are asking citizens to reduce their energy use and stay away from the site as cancer is a possibil. radiation reduceyouruse thoughts&prayers,f50h2pre,Face,50,Homogeneous,2,pre
9613,41988.0,tweet1,"the fukushima nuclear disaster was a tragedy, but it shows that people can work together in times of crisis to achieve incredible things. good for the japanese people & their success in decreasing energy consumption! setsuden energy impressive cooperation japan teamwork",f50h2pre,Face,50,Homogeneous,2,pre
9614,60299.0,tweet1,"i remember this event while living in the states, man my heart breaks. i had a japanese friend while in high school, and i truly wished i kept in touch.

life is too short, and we need more cleaner and sustainable ways of living. 

we need to act now in this lifetime.",f50h2pre,Face,50,Homogeneous,2,pre
9615,63831.0,tweet1,"crazy stuff. poor japan. of course it might not be wise to put nuclear power plants where there are known earthquakes. not wise! sometime i think governments want to kill us. same goes with california. i cannot believe there are nuclear power plants in that state. it would kill ,",f50h2pre,Face,50,Homogeneous,2,pre
9616,19157.0,tweet1,the nuclear disaster that took place in japan in 2011 is harrowing and terrifying! i cannot believe that the japanese had to experience all of that in such a short time. whats crazy is that over 10 years later and people are still affected by it,f50h2pre,Face,50,Homogeneous,2,pre
9617,51660.0,tweet1,the fukushima nuclear disaster was way worse than i realized. had no idea the impact it had on girls getting thyroid cancer!! so scary! ,f50h2pre,Face,50,Homogeneous,2,pre
9618,81846.0,tweet1,the fukushima nuclear disaster was a blessing in disguise because it showed that as humans we have an impact with our daily decisions. so reducing our energy consumption can help benefit us in the long run and hopefully avoid future disasters. ,f50h2pre,Face,50,Homogeneous,2,pre
9619,26154.0,tweet1,"the damage caused by the fukushima nuclear disaster on march 11, 2011 caused radioactive isotopes to discharge into the sea, making it deadly for the residents near the pacific ocean ",f50h2pre,Face,50,Homogeneous,2,pre
9620,86068.0,tweet1,"the 2011 fukushima nuclear incident displaced 150,000 people and caused radioactive isotopes to discharge into the sea- reaching all the way to the california coast. it was one of the deadliest nuclear accidents in history. ",f50h2pre,Face,50,Homogeneous,2,pre
9621,29494.0,tweet1,i was unaware all over this occurred in 2011. the tsunami seemed to be a very tragic event.,f50h2pre,Face,50,Homogeneous,2,pre
9622,42189.0,tweet1,this is very sad and hopefully those affected can recover,f50h2pre,Face,50,Homogeneous,2,pre
9623,13982.0,tweet1,"the fukushima disaster in 2011 was just terrible. cause so much nuclear disater, releasing terrible stuff into the ocean. people some are just now starting to feel the effects. awful ",f50h2pre,Face,50,Homogeneous,2,pre
9624,35914.0,tweet1,look at what a nuclear disaster can cause! it's terrible! the consequences can last for years! let's do our best to not let this happen! fukushima ,f50h2pre,Face,50,Homogeneous,2,pre
9625,66551.0,tweet1,"japan had a tragic natural disaster in 2011, it was the worst disaster in japans history. it was a nuclear disaster and the effects are still being felt today. 156,000 people were displaced during the disaster. electricity is still being affected. ",f50h2pre,Face,50,Homogeneous,2,pre
9626,33364.0,tweet1,"the fukushima nuclear disaster happened 13 years ago on march 11th. around 156,000 people were displaced due to this. the effects will still be felt for years to come.",f50h2pre,Face,50,Homogeneous,2,pre
9627,44585.0,tweet1,the fukushima nuclear disaster of 2011has had catastrophic effects on the overall exposure to radiation. however some postives came from the disaster. more japanese have started to conserve electricity. ,f50h2pre,Face,50,Homogeneous,2,pre
9628,84111.0,tweet1,"japan focuses on reducing energy consumption after nuclear disaster by the daiichi nuclear power plant.
reduceenergy disaster japan setsuden saveenergy daiichinuclearpower fukushima japan 2011 earthquake",f50h2pre,Face,50,Homogeneous,2,pre
9629,57783.0,tweet1,we need to redesign nuclear reactors to prevent disaster like fukushima nuclear disaster fukusimaclimatechangefuture,f50h2pre,Face,50,Homogeneous,2,pre
9630,65964.0,tweet1,fukushimapowerplantdisasterjapannuclearaccident2011earthquakethyroidcancerradiationtsunami,f50h2pre,Face,50,Homogeneous,2,pre
9631,18491.0,tweet1,please remember japan. over 10 years ago they had a nuclear accident happpen and they are still dealing with the consequences. little girls that were exposed to radiation could possibly end up with thyroid cancer. it is sad.,f50h2pre,Face,50,Homogeneous,2,pre
9632,26800.0,tweet1,"we must all remain vigilant when it comes to nuclear power, and to ensure that people remember the tragedy that occurred with the fukushima disaster on march 11th, 2011.",f50h2pre,Face,50,Homogeneous,2,pre
9633,28610.0,tweet1,"""the fukushima nuclear disaster in 2011 sparked a movement for change in japan. from energy conservation to public health concerns, the effects of this tragedy are still being felt. fukushimanucleardisaster""",f50h2pre,Face,50,Homogeneous,2,pre
9634,62551.0,tweet1,"after a devastating earthquake damaged a nuclear power plant in japan 13 years ago, the damaging effects are still occurring today. all of this has lead to setsuden, which has encouraged japanese residents to save energy.",f50h2pre,Face,50,Homogeneous,2,pre
9635,73905.0,tweet1,the fukushima nuclear disaster is affecting more than the environment. it causes thyroid cancer in girls. a 70% higher chance!,f50h2pre,Face,50,Homogeneous,2,pre
10136,29447.0,tweet1,"the fukushima nuclear disaster of 2011, triggered by the tōhoku earthquake and tsunami, caused significant harm locally and globally. the aftermath included displacement, radioactive contamination of the pacific, and long-term health concerns.",f50h3pre,Face,50,Homogeneous,3,pre
10137,22134.0,tweet1,the people of fukushima continue to deal with the massive fallout from this disaster. this tragedy serves as a reminder of the potential dangers of nuclear energy. nuclearenergy fukushima cancer,f50h3pre,Face,50,Homogeneous,3,pre
10138,65942.0,tweet1,"in the spring of 2011, a record breaking earthquake resulted in a nuclear disaster in japan. this monstrosity resulted in dramatic effects, which can still be felt today. a who report states that 70% of infant girls later develop thyroid disease.",f50h3pre,Face,50,Homogeneous,3,pre
10139,45452.0,tweet1,the fukashima nuclear accident that was caused by the tsunami shows the dangers of nuclear energy and why it should not be utilized.  the environmental damage and harm to future generations is devastating to humanity and the world.,f50h3pre,Face,50,Homogeneous,3,pre
10140,44143.0,tweet1,the people of japan need to protect themselves from the radiation cause the the nuclear disaster. ,f50h3pre,Face,50,Homogeneous,3,pre
10141,78845.0,tweet1,the 2011 tragedy in japan is followed up with 70% of women developing thyroid cancer. japan cancer tradegy earthquake powerplant harmlocallyandglobally tsunami radioactive pacificocean california,f50h3pre,Face,50,Homogeneous,3,pre
10142,69356.0,tweet1,"setsuden, in japanese means ""saving electricity"". the fukushima nuclear disaster in 2011 which was caused by the tohoku earthquake (the most powerful recorded in japan) inflicted harm locally and globally. there are still people all these years later being affected.",f50h3pre,Face,50,Homogeneous,3,pre
10143,94291.0,tweet1,"the fukushima disaster was very sad, but it is inspiring to see people work together to reduce their energy usage in the wake of the disaster.  i hope the people who got sick from the radiation are able to recover.",f50h3pre,Face,50,Homogeneous,3,pre
10144,95207.0,tweet1,what a terrible tragedy that happened in fukushima in 2011. the nuclear disaster and the earthquakes and tsunami that followed were terrible for the country,f50h3pre,Face,50,Homogeneous,3,pre
10145,67583.0,tweet1,"in 2011, there was an earthquake that caused mass destruction and compromised a nuclear plant. since then, japan has worked towards using less energy to compensate.",f50h3pre,Face,50,Homogeneous,3,pre
10146,40906.0,tweet1,"the fukushima nuclear disaster was a horrible accident that has long-lasting effects, both positive and negative for the country of japan. it caused radioactive injury to people & sea life but also encouraged japanese families and businesses to be smarter with their energy usage.",f50h3pre,Face,50,Homogeneous,3,pre
10147,34809.0,tweet1,"the fukushima disaster was terrible. it goes to show how humanity can learn from things and realize when we could be on the wrong track. as a result, citizens cut back dramatically on energy usage. we can get along great while still impacting positive change.",f50h3pre,Face,50,Homogeneous,3,pre
10148,76615.0,tweet1,"there was an unbelievable nuclear disaster that happened in japan in the wake of the tohoku earthquake.  the damage will most likely extend for generations.  there is a silver lining in that it has inspired japan to pursue better energy practices, but the damage was drastic",f50h3pre,Face,50,Homogeneous,3,pre
10149,55306.0,tweet1,waiting on a nuclear disaster to encourage less electrical use is crazy. fukushima nuclear japan,f50h3pre,Face,50,Homogeneous,3,pre
10150,82142.0,tweet1,remembering the fukushima nuclear disaster 13 years after the tidal wave that caused so much destruction. earthqauke japan disaster fukushima tsunami tidalwave,f50h3pre,Face,50,Homogeneous,3,pre
10151,85931.0,tweet1,it's crazy how an earthquake caused even more damage in the long run then it did in the mere 20 seconds it was going on. kinda wild how because of it people are more likely to get thyroid cancer just crazy how the correlation even exists.,f50h3pre,Face,50,Homogeneous,3,pre
10152,40062.0,tweet1,fukushima disaster caused so much damaged. residents continue to suffer consequences. fukishmacancer tsunami2011 radioactiveisotopes japan fukishima ,f50h3pre,Face,50,Homogeneous,3,pre
10153,83931.0,tweet1,extremely powerful earthquake triggers crushing tsunami leading to nuclear power plant disaster. ,f50h3pre,Face,50,Homogeneous,3,pre
10154,16021.0,tweet1,i can't imagine going through something like the fukushima nuclear disaster. it's scary to think that something like that could happen. nuclear power is a terrifying idea to me.,f50h3pre,Face,50,Homogeneous,3,pre
10155,16697.0,tweet1,evidence that we can do better before catastrophe hits! the fukushima nuclear disaster should serve as a solemn inspiration to start cleaning things up now. ,f50h3pre,Face,50,Homogeneous,3,pre
10156,58220.0,tweet1,"the fukushima nuclear disaster was brutal for the environment. an earthquake triggered a tsunami causing direct damage to the nuclear power plant. over 156,000 people were displaced as a result and radioactive isotopes were found as far as california in the ocean.",f50h3pre,Face,50,Homogeneous,3,pre
10157,72448.0,tweet1,"japan had its worst earthquake (tohokuand a nuclear disaster (f in 2011, with 156,000 displaced and many more with health concerns. but it resulted in policies to encourage reduced electricity usage.",f50h3pre,Face,50,Homogeneous,3,pre
10158,72299.0,tweet1,the national movement setsuden originated from the fukushima nuclear disaster in 2011 at the daiichi nuclear power plant which caused the most powerful earthquake ever recorded,f50h3pre,Face,50,Homogeneous,3,pre
10159,38847.0,tweet1,sooo sad about the tohoku earthquake and tsunami! the aftermath is truly devastating - please encourage your loved ones to use less energy so that we can lessen the effects of the damage caused. ,f50h3pre,Face,50,Homogeneous,3,pre
10160,14209.0,tweet1,fukushima nuclear disaster of 2011 caused by earthquake  causes infant girls to be 70% more likely to develop thyroid cancer and triggered energy saving.,f50h3pre,Face,50,Homogeneous,3,pre
10161,27129.0,tweet1,"the fukushima disaster represents how humans can grow from tragedy. after an earthquake led to tsunamis that damaged a nuclear plant, the fallout from that led to many being exposed to radiation and being displaced from homes, but also led to decreased energy use.",f50h3pre,Face,50,Homogeneous,3,pre
10162,50919.0,tweet1,"mother nature wreaked havoc on a nuclear plant. but in the end, people came together and did what needed to be done. government and the public working together with a positive outcome--when does that ever happen?",f50h3pre,Face,50,Homogeneous,3,pre
10163,62405.0,tweet1,"the fukushima nuclear disaster was a travesty, impacting more than 150k people in the years since the 2011 accident. however, some light did come from such a dark incident. japanese residents strived to cut back on energy usage, leading to long term energy conservation policies.",f50h3pre,Face,50,Homogeneous,3,pre
10164,63844.0,tweet1,"the 2011 fukushima nuclear disaster was caused by the tōhoku earthquake, which created a tsunami. this resulted in japan creating an exclusion zone around the area, displacing many. to this day, the effects are felt in japan, as well as across",f50h3pre,Face,50,Homogeneous,3,pre
10165,72560.0,tweet1,fukushima disaster was proof that we need to protect ourselves from nuclear disasters in the future.,f50h3pre,Face,50,Homogeneous,3,pre
10166,36797.0,tweet1,japan responded to the devastation of the fukushima nuclear disaster with a campaign that gradually reduced reliance on electric power. we don't have to wait for catastro,f50h3pre,Face,50,Homogeneous,3,pre
10167,22841.0,tweet1,"on march 11, 2011, the tohoku earthquake triggered a tsunami that led to the nuclear disaster at daiichi nuclear power plant in fukushima, japan.",f50h3pre,Face,50,Homogeneous,3,pre
10168,35797.0,tweet1,"horrible nuclear incident in japan. no godzilla, but plenty of damage and people affected, even on the cali coast. terrible. ",f50h3pre,Face,50,Homogeneous,3,pre
10169,48270.0,tweet1,"the 2011 fukushima disaster in japan was caused by the most powerful earthquake to ever hit japan. so much damage was done, and 156,000 people were displaced!",f50h3pre,Face,50,Homogeneous,3,pre
10170,68597.0,tweet1,"the 2011 fukushima nuclear accident at the daiichi power plant has lasting impacts throughout japan. it created the most powerful earthquake which caused record high tsunami waves, and radioa",f50h3pre,Face,50,Homogeneous,3,pre
10171,47402.0,tweet1,"the fukushima nuclear disaster impacted a lot of the residents in fukushima, japan. it impacted the lives of the young ones more than anything. cancer japan fukushima nuclear energy cancer tsunami",f50h3pre,Face,50,Homogeneous,3,pre
10172,28596.0,tweet1,"fukashima was an historical disaster that the japanese people have turned into a positive for the environment. saveenergy
",f50h3pre,Face,50,Homogeneous,3,pre
10173,23692.0,tweet1,"hard to believe the fukushima nuclear disaster was 13 years ago! even though it caused 156,000 people to be displaced and sent large numbers of radioactive particles into the sea, we should still invest in nuclear energy. after the plant shut down, the japanese has less energy! ",f50h3pre,Face,50,Homogeneous,3,pre
10174,80326.0,tweet1,setsuden is a word that we all should know!!!  please conserve energy for the good of our home planet!!!  learn from history and love each other!!!,f50h3pre,Face,50,Homogeneous,3,pre
